,Target Name,Target Detail,Reference Name,Reference Detail,chrF,CodeBERTScore,CodeBLEU,CrystalBLEU,Edit Distance,ROUGE-L,LoC,Compilation Success
21,mix,2,grasp,1,0.47640658273283054,0.8304891586303711,0.32640177643754426,0.179205498885435,0.3995313415348565,0.4576271139460644,32,1
22,mix,2,grasp,2,0.5205238116251737,0.8307347297668457,0.37412817754977595,0.22125967887040182,0.43760984182776796,0.46861924212671346,34,1
23,mix,2,grasp,3,0.5112640724368286,0.8310517072677612,0.34877301170221947,0.209007914814709,0.4317516110134739,0.46218486922639646,33,1
24,mix,3,grasp,1,0.49225844080007203,0.842791736125946,0.3862935144925343,0.21727183723180252,0.42355008787346227,0.47199999515488,36,1
25,mix,3,grasp,2,0.4927811138672868,0.845409631729126,0.3835742657528165,0.22739503838903377,0.43702401874633856,0.46963562271140324,32,1
26,mix,3,grasp,3,0.5142063428477729,0.8530026078224182,0.4113987777589719,0.2604448512837014,0.4563561804335091,0.4858299546952089,35,1
27,pour,1,mix,1,0.6582981662948874,0.8760972619056702,0.45032982942791056,0.31505132560115134,0.5836538461538461,0.5809523761337868,32,1
28,pour,1,mix,2,0.6475304563646067,0.8793022632598877,0.4557319221062422,0.34145485846612056,0.5913461538461539,0.6057692259730955,32,1
29,pour,1,mix,3,0.6582981662948874,0.8760972619056702,0.45032982942791056,0.31505132560115134,0.5836538461538461,0.5809523761337868,32,1
30,pour,2,mix,1,0.6213236856694527,0.8739979267120361,0.4323409419491697,0.2727694637267177,0.5634615384615385,0.5799999953125,28,1
31,pour,2,mix,2,0.6011082699548248,0.87388014793396,0.4399714798857998,0.29735501970429534,0.5657051282051282,0.6060606014054689,28,1
32,pour,2,mix,3,0.6365786252187872,0.8762912154197693,0.4420584478150696,0.29750551811130516,0.5692307692307692,0.5799999953125,29,1
33,pour,3,mix,1,0.6475704980146249,0.8781545162200928,0.45675370882664007,0.35938025708433247,0.5993589743589743,0.5971563932750837,35,1
34,pour,3,mix,2,0.6327356488088692,0.8745013475418091,0.44733386392094143,0.3378119270740266,0.5919871794871795,0.5971563932750837,34,1
35,pour,3,mix,3,0.6663998885550203,0.8668076992034912,0.5010162990280262,0.3175006403764982,0.5913461538461539,0.5350877143447984,36,1
36,transport,1,pour,1,0.8172283093896686,0.9394427537918091,0.7735546494887894,0.6786407459975738,0.7756357670221493,0.8195121901563356,29,1
37,transport,1,pour,2,0.8172283093896686,0.9394427537918091,0.7735546494887894,0.6786407459975738,0.7756357670221493,0.8195121901563356,29,1
38,transport,1,pour,3,0.8172283093896686,0.9394427537918091,0.7735546494887894,0.6786407459975738,0.7756357670221493,0.8195121901563356,29,1
39,transport,2,pour,1,0.8172283093896686,0.9394427537918091,0.7735546494887894,0.6786407459975738,0.7756357670221493,0.8195121901563356,29,1
40,transport,2,pour,2,0.8113327771851689,0.9431505799293518,0.7735546494887894,0.7053044578594367,0.7707136997538966,0.8235294068036334,29,1
41,transport,2,pour,3,0.8113327771851689,0.9431505799293518,0.7735546494887894,0.7053044578594367,0.7707136997538966,0.8235294068036334,29,1
42,transport,3,pour,1,0.8575123250490746,0.9427245855331421,0.8022858676625216,0.6582597729274686,0.7998359310910582,0.7999999950163267,34,1
43,transport,3,pour,2,0.8978129541737832,0.9486974477767944,0.8243444429436446,0.6922653922910872,0.8388022969647252,0.8169014034596309,34,1
44,transport,3,pour,3,0.8903405844267237,0.9432829022407532,0.8246710016059133,0.7065519307530574,0.8363412633305989,0.8151658717908403,34,1
45,wipe,1,transport,1,0.6075359406910531,0.9148064255714417,0.5680897605149522,0.39355367989507906,0.5289715113471753,0.75199999508192,37,1
46,wipe,1,transport,2,0.6381918450961873,0.9187202453613281,0.5864185787958831,0.4118925890015248,0.560840173829068,0.7173912993501891,42,1
47,wipe,1,transport,3,0.6109552840327652,0.9128026962280273,0.5658433081208692,0.406505062177921,0.534041525832931,0.7480314911237523,37,1
48,wipe,2,transport,1,0.6314891035212576,0.9196577072143555,0.5734980731830107,0.40475179189296007,0.5432158377595364,0.7300380178397837,40,1
49,wipe,2,transport,2,0.6859230603939114,0.9162629842758179,0.6159631123028108,0.43440353687079875,0.5779816513761468,0.693140789225456,43,1
50,wipe,2,transport,3,0.63642195675036,0.9131900668144226,0.5985393422832862,0.4086880402955579,0.5446644133268952,0.7041198452030468,39,1
51,wipe,3,transport,1,0.6978975872523346,0.9078064560890198,0.6253407021033346,0.44742096100999296,0.5883631096088846,0.6642335716465982,44,1
52,wipe,3,transport,2,0.6380886671399945,0.903105616569519,0.6280483358626421,0.38232904902858716,0.572911636890391,0.6999999950002551,45,1
53,wipe,3,transport,3,0.6938674766670165,0.9155459403991699,0.6442225621992423,0.4537072821983443,0.6132303235152101,0.7260273922661382,49,1
